id,equ_str,equ_prefix,sol_str,sol_prefix
5646,9*x^4 + x*y' - y = 0,add add mul -1 y mul 9 pow x 4 mul x y',-3*x*(c + x^3),mul mul -3 x add c pow x 3
5647,8*x - 5*y' = 0,add mul -5 y' mul 8 x,-4*x*(c/x - x/5),mul mul -4 x add mul div -1 5 x div c x
5648,sqrt(3)*y' + 9 = 0,add 9 mul sqrt 3 y',3*sqrt(3)*(c - x),mul mul 3 sqrt 3 sub c x
5649,x*y' - 72*y = 0,add mul -72 y mul x y',c*x^72,mul c pow x 72
5650,2*x^2*sin(x^2) + x*y' - 2*y + 2*cos(x^2) - 4 = 0,add add add add -4 mul -2 y mul 2 cos pow x 2 mul x y' mul mul 2 pow x 2 sin pow x 2,c*x^2 + cos(x^2) - 2,add add -2 mul c pow x 2 cos pow x 2
5651,2*x^4*sqrt(-1 - 1/x^3)*y' - 3 = 0,add -3 mul mul mul 2 pow x 4 sqrt sub -1 pow x -3 y',c + sqrt(-1 - 1/x^3),add c sqrt sub -1 pow x -3
5652,-5^x*ln(5) - 2*x + y' = 0,add add mul -2 x mul mul -1 pow 5 x log 5 y',5^x + c + x^2,add add c pow 5 x pow x 2
5653,e^(11)*y' - 1 = 0,add -1 mul y' exp 11,(c + x)*e^(-11),mul add c x exp -11
5654,10*x - 3*y' = 0,add mul -3 y' mul 10 x,c + 5*x^2/3,add c mul div 5 3 pow x 2
5655,x*y' + y*ln(y) - 2*y*ln(2) = 0,add add mul x y' mul y log y mul mul -2 y log 2,4*2^(c/x),mul 4 pow 2 div c x
5656,2*x*y' - 2*y - 35 = 0,add add -35 mul -2 y mul mul 2 x y',c*x - 35/2,add div -35 2 mul c x
5657,(y' - 1)*e^(-x + y) - 1 = 0,add -1 mul add -1 y' exp add mul -1 x y,x + ln(c + x),add x log add c x
5658,x*y' + y - 6 = 0,add add -6 mul x y' y,7 - (c + 2*x)/(2*x),add 7 mul div div -1 2 x add c mul 2 x
5659,10*2^x*ln(2) - 2*sin(x/5) + 5*y' = 0,add add mul -2 sin mul div 1 5 x mul 5 y' mul mul 10 pow 2 x log 2,-2*2^x + c - 2*cos(x/5),add add c mul -2 pow 2 x mul -2 cos mul div 1 5 x
5660,90*x^2 - x*y' + y = 0,add add mul 90 pow x 2 mul mul -1 x y' y,x*(c + 90*x),mul x add c mul 90 x
5661,(sin(16) + 1)^3*y' - 1 = 0,add -1 mul pow add 1 sin 16 3 y',(c + x)/(sin(16) + 1)^3,mul pow add 1 sin 16 -3 add c x
5662,2*x + y' - 3 = 0,add add -3 mul 2 x y',c - (x - 2)*(x - 1),add c mul mul -1 add -1 x add -2 x
5663,4*x^2 + x*y' - y + 2 = 0,add add sub 2 y mul 4 pow x 2 mul x y',4*x*(c - x) + 2,add 2 mul mul 4 x sub c x
5664,5*x^2*ln(2)*ln(-5 + y/x) - x*y*ln(2)*ln(-5 + y/x) + x*y' - y = 0,add add add mul -1 y mul x y' mul mul mul 5 pow x 2 log 2 log add -5 mul pow x -1 y mul mul mul mul -1 x y log 2 log add -5 mul pow x -1 y,x*(5^(2^(c + x)) + 5),mul x add 5 pow 5 pow 2 add c x
5665,-3*(x + 1)^2 + y' - 1 = 0,add add -1 mul -3 pow add 1 x 2 y',c + x + (x + 1)^3,add add c x pow add 1 x 3
5666,5*x^6 + 3*x*y' - 3*y = 0,add add mul -3 y mul 5 pow x 6 mul mul 3 x y',-x*(c + x^5)/3,mul mul div -1 3 x add c pow x 5
5667,x^2*y' - 9 = 0,add -9 mul pow x 2 y',(c*x + 2*x - 9)/x,mul pow x -1 add add -9 mul 2 x mul c x
5668,x*y^2*cos(x) + y^2*sin(x) + 15*y' = 0,add add mul 15 y' mul pow y 2 sin x mul mul x pow y 2 cos x,5/(c + x*sin(x)/3),div 5 add c mul mul div 1 3 x sin x
5669,-16*y^2 + sqrt(2)*y' = 0,add mul -16 pow y 2 mul sqrt 2 y',sqrt(2)/(c - 16*x - 16),div sqrt 2 add add -16 c mul -16 x
5670,x*y' + 2*y - 6 = 0,add add -6 mul 2 y mul x y',(c/x + 3*x)/x,mul pow x -1 add mul 3 x div c x
5671,-2*x + y' + 3 = 0,add add 3 mul -2 x y',c + x + (x - 2)^2,add add c x pow add -2 x 2
5672,(x^x*(ln(x) + 1) - 1)*e^(cos(-x + x^x + 9) + 3)*sin(-x + x^x + 9) + y' = 0,add mul mul add -1 mul pow x x add 1 log x exp add 3 cos sub add 9 pow x x x sin sub add 9 pow x x x y',c + e^(cos(-x + x^x + 9) + 3),add c exp add 3 cos sub add 9 pow x x x
5673,x^3 + 2*x*y' - 2*y = 0,add add pow x 3 mul -2 y mul mul 2 x y',x*(c - x^2/2)/2,mul mul div 1 2 x add c mul div -1 2 pow x 2
5674,8*x*y^2 - 4*y^2 + 3*y' = 0,add add mul -4 pow y 2 mul 3 y' mul mul 8 x pow y 2,3/(c + 2*x*(2*x - 2)),div 3 add c mul mul 2 x add -2 mul 2 x
5675,3*x^2 + 10*x*y' - 10*y + 20 = 0,add add add 20 mul -10 y mul 3 pow x 2 mul mul 10 x y',c*x + x*(5 - 3*x/2)/5 + 2,add add 2 mul c x mul mul div 1 5 x add 5 mul div -3 2 x
5676,y*ln(6) + 2*y' = 0,add mul 2 y' mul y log 6,6^(x*(c/x - 1/2)),pow 6 mul x add div -1 2 div c x
5677,2*x^2*ln(-2*x^2 + 2*x - y) - 4*x^2 - 2*x*ln(-2*x^2 + 2*x - y) - x*y' + 2*x + y*ln(-2*x^2 + 2*x - y) = 0,add add add add add mul -4 pow x 2 mul 2 x mul y log add add mul -1 y mul -2 pow x 2 mul 2 x mul mul -1 x y' mul mul -2 x log add add mul -1 y mul -2 pow x 2 mul 2 x mul mul 2 pow x 2 log add add mul -1 y mul -2 pow x 2 mul 2 x,-5^(c*x) - 2*x^2 + 2*x,add add mul -1 pow 5 mul c x mul -2 pow x 2 mul 2 x
5678,x*cos(2)*y' + y*cos(2) - 2*cos(2) + 2 = 0,add add add 2 mul -2 cos 2 mul cos 2 y mul mul x y' cos 2,2 + 2*(c - x/cos(2))/x,add 2 mul div 2 x add c div mul -1 x cos 2
5679,x^2 + 5*x*y' - 5*y = 0,add add pow x 2 mul -5 y mul mul 5 x y',x*(c - x/5) - x/3,add mul div -1 3 x mul x add c mul div -1 5 x
5680,x^2 - x*y' + y = 0,add add pow x 2 mul mul -1 x y' y,c*x + x*(x + sin(8)),add mul c x mul x add x sin 8
5681,4*x + y + y' + 4 = 0,add add add 4 mul 4 x y' y,-4*x - 4*e^(c - x),add mul -4 x mul -4 exp sub c x
5682,x*y' - 9*y = 0,add mul -9 y mul x y',x^8*(c*x + x),mul pow x 8 add x mul c x
5683,25*x*y' + 25*y + 1 = 0,add add 1 mul 25 y mul mul 25 x y',(c - x/25)/x,mul pow x -1 add c mul div -1 25 x
5684,-2*x + y' - 52 = 0,add add -52 mul -2 x y',c + (x + 26)^2,add c pow add 26 x 2
5685,x*ln(-x + y + 4) + x*y' - x - y*ln(-x + y + 4) - 4*ln(-x + y + 4) = 0,add add add add mul -1 x mul -4 log add sub 4 x y mul x y' mul x log add sub 4 x y mul mul -1 y log add sub 4 x y,2^(c*x) + x - 4,add add -4 x pow 2 mul c x
5686,x^2 + 2*x*y*y' - y^2 = 0,add sub pow x 2 pow y 2 mul mul mul 2 x y' y,sqrt(x*(c - x) + x),sqrt add x mul x sub c x
5687,10*x - 2*y + y' - 5 = 0,add add add -5 mul -2 y mul 10 x y',5*x + 5*e^(c + 2*x),add mul 5 x mul 5 exp add c mul 2 x
5688,x*ln(-1 + y/x + 3/x) + x*y' - y*ln(-1 + y/x + 3/x) - y - 3*ln(-1 + y/x + 3/x) - 3 = 0,add add add add sub -3 y mul -3 log add add -1 div 3 x mul pow x -1 y mul x y' mul x log add add -1 div 3 x mul pow x -1 y mul mul -1 y log add add -1 div 3 x mul pow x -1 y,2^(c*x)*x + x - 3,add add -3 x mul x pow 2 mul c x
5689,-24*x + y' - 1 = 0,add add -1 mul -24 x y',c + 12*x^2 + x,add add c x mul 12 pow x 2
5690,x^2*y' - 2*y*ln(5) - 30*ln(5) = 0,add add mul -30 log 5 mul pow x 2 y' mul mul -2 y log 5,-5^(c - 2/x) - 15,sub -15 pow 5 add c div -2 x
5691,9*x*y' - 29*y = 0,add mul -29 y mul mul 9 x y',(c*x)^(29/9),pow mul c x div 29 9
5692,10*x + 3*y' - 12 = 0,add add -12 mul 3 y' mul 10 x,c - 5*x^2/3 + 4*x,add add c mul 4 x mul div -5 3 pow x 2
5693,7*x^2 - 4*x*y' + 4*y = 0,add add mul 4 y mul 7 pow x 2 mul mul -4 x y',2*x^2 - x*(c + x)/4,add mul 2 pow x 2 mul mul div -1 4 x add c x
5694,3*x^2 + 3*y' - 2 = 0,add add -2 mul 3 pow x 2 mul 3 y',c - x^3/3 + 2*x/3,add add c mul div -1 3 pow x 3 mul div 2 3 x
5695,x*y' - y - 4 + e^(4) = 0,add add sub -4 y mul x y' exp 4,c*x - 4 + e^(4),add add -4 mul c x exp 4
5696,5^x*x*ln(5) + 5^x + 3*y' = 0,add add pow 5 x mul 3 y' mul mul x pow 5 x log 5,-5^x*x/3 + c,add c mul mul div -1 3 x pow 5 x
5697,12*x^2 - 4*x*y' + 4*y + 3 = 0,add add add 3 mul 4 y mul 12 pow x 2 mul mul -4 x y',3*x*(c + x) - 3/4,add div -3 4 mul mul 3 x add c x
5698,x*y' - y*ln(5 - y) + 5*ln(5 - y) = 0,add add mul 5 log sub 5 y mul x y' mul mul -1 y log sub 5 y,5 - 3^(c*x),sub 5 pow 3 mul c x
5699,2*x + 2*y' + 7 = 0,add add 7 mul 2 x mul 2 y',c + x*(-x - 7)/2,add c mul mul div 1 2 x sub -7 x
5700,81*x^4 + 5*x*y' - 5*y = 0,add add mul -5 y mul 81 pow x 4 mul mul 5 x y',x*(c - 27*x^3)/5,mul mul div 1 5 x add c mul -27 pow x 3
5701,x*y' + 15 = 0,add 15 mul x y',c - 15*ln(x),add c mul -15 log x
5702,-y + y' = 0,add mul -1 y y',16*e^(c + x),mul 16 exp add c x
5703,x^2*e^(x)*ln(x)^2 - x*ln(x)*y' + y*ln(x) + y = 0,add add add mul y log x mul mul pow x 2 pow log x 2 exp x mul mul mul -1 x y' log x y,x*(c + e^(x))*ln(x),mul mul x add c exp x log x
5704,4*x^2*y' - 15 = 0,add -15 mul mul 4 pow x 2 y',c - 15/(4*x),add c div div -15 4 x
5705,5*x*y' + 6*x - 10*y + 10 = 0,add add add 10 mul -10 y mul 6 x mul mul 5 x y',2*x*(c*x + 3)/5 + 1,add 1 mul mul div 2 5 x add 3 mul c x
5706,x - 12*cos(2)*y' = 0,add x mul mul -12 y' cos 2,(c + x^2/8)/(3*cos(2)),mul div div 1 3 cos 2 add c mul div 1 8 pow x 2
5707,2*x*y' + x - 3*y = 0,add add x mul -3 y mul mul 2 x y',sqrt(6)*x*sqrt(c*x) + x,add x mul mul x sqrt 6 sqrt mul c x
5708,2*x*ln(5) - y*ln(5) + y' - 2 + 2*ln(5) = 0,add add add add -2 mul 2 log 5 mul mul -1 y log 5 mul mul 2 x log 5 y',5^x*c + 2*x + 2,add add 2 mul 2 x mul c pow 5 x
5709,6*(x - 3)^2 + y' = 0,add mul 6 pow add -3 x 2 y',c - 2*(x - 3)^3,add c mul -2 pow add -3 x 3
5710,10*x + y' - 1 = 0,add add -1 mul 10 x y',c - 5*x^2 + x,add add c x mul -5 pow x 2
5711,x*y' + 6*sin(ln(x)) = 0,add mul 6 sin log x mul x y',c + 6*cos(ln(x)),add c mul 6 cos log x
5712,2*x^2 - x*y' + y - 4 = 0,add add add -4 mul 2 pow x 2 mul mul -1 x y' y,x^2 + x*(c + x) + x + 4,add add add 4 x pow x 2 mul x add c x
5713,-y*ln(6) + 4*y' = 0,add mul 4 y' mul mul -1 y log 6,6^(c + x/4),pow 6 add c mul div 1 4 x
5714,3*x^2*y^2 - 2*y' = 0,add mul -2 y' mul mul 3 pow x 2 pow y 2,2/(c - x^3),div 2 sub c pow x 3
5715,5*x*y' - 5*y - 8 = 0,add add -8 mul -5 y mul mul 5 x y',-4*x*(c + 2/x)/5,mul mul div -4 5 x add c div 2 x
5716,3*x*y' + 6*y - 2 = 0,add add -2 mul 6 y mul mul 3 x y',(c + x^2/3)/x^2,mul pow x -2 add c mul div 1 3 pow x 2
5717,x*y' - y*ln(y) + 5*y' = 0,add add mul 5 y' mul x y' mul mul -1 y log y,e^(c*(-x - 5)),exp mul c sub -5 x
5718,4*x*y' - 36*y + 45 = 0,add add 45 mul -36 y mul mul 4 x y',c*x^9 + 5/4,add div 5 4 mul c pow x 9
5719,-x*y' - y + 4 = 0,add sub 4 y mul mul -1 x y',-(c - 4*x)/x,mul div -1 x add c mul -4 x
5720,2*x*cos(x) - y*cos(x) - 2*sin(x)^2 + sin(x)*y' - 2*sin(x) + 4*cos(x) = 0,add add add add add mul -2 pow sin x 2 mul -2 sin x mul 4 cos x mul y' sin x mul mul -1 cos x y mul mul 2 x cos x,2*x + (c + 2*x)*sin(x) + 4,add add 4 mul 2 x mul add c mul 2 x sin x
5721,x^2*y' + 25 = 0,add 25 mul pow x 2 y',(c*x + 25)/x,mul pow x -1 add 25 mul c x
5722,sqrt(2)*x*y' - 2*y = 0,add mul -2 y mul mul x sqrt 2 y',(c*x)^(sqrt(2)),pow mul c x sqrt 2
5723,x*y' + y - 5 = 0,add add -5 mul x y' y,-5*(c - x)/x,mul div -5 x sub c x
5724,x*y' + y + 2 = 0,add add 2 mul x y' y,-3 + (c + x)/x,add -3 mul pow x -1 add c x
5725,x*y' - 8*y + 40 = 0,add add 40 mul -8 y mul x y',c*x^8 + 5,add 5 mul c pow x 8
5726,2*x^3 - x*y' + y - 6 = 0,add add add -6 mul 2 pow x 3 mul mul -1 x y' y,x*(c + x^2) + 6,add 6 mul x add c pow x 2
5727,-5*cos(5*x + 2) + y' + 1 = 0,add add 1 mul -5 cos add 2 mul 5 x y',c - x + sin(5*x + 2),add sub c x sin add 2 mul 5 x
5728,8*x - 3*y' + 6*ln(2) = 0,add add mul -3 y' mul 6 log 2 mul 8 x,c + x*(4*x/3 + ln(4)),add c mul x add mul div 4 3 x log 4
5729,x^2*y' + 1 = 0,add 1 mul pow x 2 y',4 + (c*x + x + 1)/x,add 4 mul pow x -1 add add 1 x mul c x
5730,x^6*y' - 30*y*ln(2) = 0,add mul pow x 6 y' mul mul -30 y log 2,c/2^(6/x^5),mul c pow 2 mul -6 pow x -5
5731,8*y' - 11 = 0,add -11 mul 8 y',c + 11*x/8,add c mul div 11 8 x
5732,2*x*y' - 7*x - 4*y = 0,add add mul -7 x mul -4 y mul mul 2 x y',x*(c*x - 7/2),mul x add div -7 2 mul c x
5733,x*ln(x)*y' - y - 2 = 0,add sub -2 y mul mul x y' log x,c*ln(x) - 2,add -2 mul c log x
5734,-x*e^(x)*cos(e^(x)) + x*y' - y + sin(e^(x)) = 0,add add add mul -1 y mul x y' mul mul mul -1 x cos exp x exp x sin exp x,c*x + sin(e^(x)),add mul c x sin exp x
5735,x*y' + 25*y + 5*y' = 0,add add mul 5 y' mul 25 y mul x y',c/(-x - 5)^25,mul c pow sub -5 x -25
5736,x*y' - y*ln(y)*ln(ln(y)) + 2*y*ln(3)*ln(y) = 0,add add mul x y' mul mul mul -1 y log y log log y mul mul mul 2 y log 3 log y,e^(9*2^(c*x)),exp mul 9 pow 2 mul c x
5737,12*x^2 - x*y' + y = 0,add add mul 12 pow x 2 mul mul -1 x y' y,-6*x*(c - 2*x),mul mul -6 x add c mul -2 x
5738,-x*y + x*y' + 2*x - y + 2 = 0,add add add sub 2 y mul 2 x mul x y' mul mul -1 x y,c*x*e^(x - 1) + 2,add 2 mul mul c x exp add -1 x
5739,y^2 + 4*y' = 0,add pow y 2 mul 4 y',20/(c + 5*x),div 20 add c mul 5 x
5740,x^2 - 4*x*y' + 4*y = 0,add add pow x 2 mul 4 y mul mul -4 x y',c*x + x^2/4 + x,add add x mul div 1 4 pow x 2 mul c x
5741,x*y' + x - y = 0,add sub x y mul x y',c*x - x*ln(x),add mul c x mul mul -1 x log x
5742,e^(4)*y' - 3 = 0,add -3 mul y' exp 4,(c + 3*x)*e^(-4),mul add c mul 3 x exp -4
5743,x*y' + y - 4*y' = 0,add add mul -4 y' mul x y' y,c/(25*x - 100),div c add -100 mul 25 x
5744,-5^(1 - x)*ln(5) + y' = 0,add mul mul -1 pow 5 sub 1 x log 5 y',-5^(1 - x) + c,sub c pow 5 sub 1 x
5745,-16*x + y' - 1 = 0,add add -1 mul -16 x y',c + 8*x^2 + x,add add c x mul 8 pow x 2
5746,x^2*y' - 4 = 0,add -4 mul pow x 2 y',-2*(c*x + 2)/x,mul div -2 x add 2 mul c x
5747,x*y' - y + 10*y' = 0,add add mul -1 y mul 10 y' mul x y',(-x - 10)*(c*x + x)/x,mul mul pow x -1 sub -10 x add x mul c x
5748,x^2*y' - 2*y*ln(2) + 8*ln(2) = 0,add add mul 8 log 2 mul pow x 2 y' mul mul -2 y log 2,4 + c/4^(1/x),add 4 mul c pow 4 div -1 x
5749,28*x - 5*y' + 5 = 0,add add 5 mul -5 y' mul 28 x,c + 14*x^2/5 + x,add add c x mul div 14 5 pow x 2
5750,-2*5^x*ln(5) - 10*x^4 + y' = 0,add add mul -10 pow x 4 mul mul -2 pow 5 x log 5 y',2*5^x + c + 2*x^5,add add c mul 2 pow 5 x mul 2 pow x 5
5751,5*sin(x) + y' - 11 = 0,add add -11 mul 5 sin x y',c + 11*x + 5*cos(x),add add c mul 5 cos x mul 11 x
5752,x*y' - 26*y = 0,add mul -26 y mul x y',c*x^26,mul c pow x 26
5753,x*y' - y - 6 = 0,add sub -6 y mul x y',c*x + 6*x - 6,add add -6 mul 6 x mul c x
5754,4*x - sqrt(2)*y' = 0,add mul 4 x mul mul -1 sqrt 2 y',sqrt(2)*(c + x^2),mul sqrt 2 add c pow x 2
5755,x*y' + 4*x - 3*y - 12 = 0,add add add -12 mul -3 y mul 4 x mul x y',c*x^3 + 2*x - 4,add add -4 mul 2 x mul c pow x 3
5756,4*x^2*y' + 5*sin(4) = 0,add mul 5 sin 4 mul mul 4 pow x 2 y',c + 5*sin(4)/(4*x),add c mul div div 5 4 x sin 4
5757,x*e^(5)*y' - y*e^(5) - 2 = 0,add add -2 mul mul -1 exp 5 y mul mul x y' exp 5,(c*x - 2)*e^(-5),mul add -2 mul c x exp -5
5758,x^2 - x*y' + 2*y = 0,add add pow x 2 mul 2 y mul mul -1 x y',x^2*ln(c*x + x),mul pow x 2 log add x mul c x
5759,x^2*y' + 1 = 0,add 1 mul pow x 2 y',c - (-x - 4)/(4*x),add c mul div div -1 4 x sub -4 x
5760,x*y' + 2*x - 3*y + 9 = 0,add add add 9 mul -3 y mul 2 x mul x y',c*x^3 + x + 3,add add 3 x mul c pow x 3
5761,4*x*sin(2*x^2/5) - 5*y' = 0,add mul -5 y' mul mul 4 x sin mul div 2 5 pow x 2,c - cos(2*x^2/5),sub c cos mul div 2 5 pow x 2
5762,-30*x + y' - 45 = 0,add add -45 mul -30 x y',c + x*(15*x + 45),add c mul x add 45 mul 15 x
5763,x^x*y' - 2*ln(x) - 2 = 0,add add -2 mul -2 log x mul pow x x y',c - 2/x^x,add c mul -2 pow x mul -1 x
5764,-y^2*sin(x) + 3*y' = 0,add mul 3 y' mul mul -1 pow y 2 sin x,3/(c + cos(x)),div 3 add c cos x
5765,x^2*y' - 5 = 0,add -5 mul pow x 2 y',(c*x - 2*x - 5)/x,mul pow x -1 add add -5 mul -2 x mul c x
5766,3*x - 16*y' - 22 = 0,add add -22 mul -16 y' mul 3 x,c + 3*x*(x - 4)/32 - x,add sub c x mul mul div 3 32 x add -4 x
5767,9*x^2 - 10*y' = 0,add mul -10 y' mul 9 pow x 2,c + 3*x^3/10,add c mul div 3 10 pow x 3
5768,x*y' - y - 1 = 0,add sub -1 y mul x y',c*x - 5*x - 1,add add -1 mul -5 x mul c x
5769,2*x*y*ln(sin(9)) + y' = 0,add mul mul mul 2 x y log sin 9 y',sin(9)^(c - x^2),pow sin 9 sub c pow x 2
5770,2*x*ln(3) + 2*y*ln(3) - y' - 2*ln(3) - 1 = 0,add add add sub -1 y' mul -2 log 3 mul mul 2 x log 3 mul mul 2 y log 3,3^(c + 2*x) - x + 1,sub add 1 pow 3 add c mul 2 x x
5771,x^2 + x*y' - y + 5 = 0,add sub add 5 pow x 2 y mul x y',c*x - x^2 + 5,add sub 5 pow x 2 mul c x
5772,x^3*y' - 100 = 0,add -100 mul pow x 3 y',c - 50/x^2,add c mul -50 pow x -2
5773,x^2*y' + y*ln(5) - 7*ln(5) = 0,add add mul -7 log 5 mul pow x 2 y' mul y log 5,5^(1/x)*c + 7,add 7 mul c pow 5 pow x -1
5774,x^2*y^2 + 4*x*y' + 4*y^2 + 4*y = 0,add add add mul 4 pow y 2 mul 4 y mul pow x 2 pow y 2 mul mul 4 x y',4/(x*(c + x) - 4),div 4 add -4 mul x add c x
5775,x*e^(3)*y' - y*e^(3) - 2*e^(3) + 1 = 0,add add add 1 mul -2 exp 3 mul mul -1 exp 3 y mul mul x y' exp 3,c*x - 2 + e^(-3),add add -2 mul c x exp -3
5776,x^2 - 2*x*y' + 2*y = 0,add add pow x 2 mul 2 y mul mul -2 x y',x*(c + 2*x)/4 + x,add x mul mul div 1 4 x add c mul 2 x
5777,-40*x + y' + 1 = 0,add add 1 mul -40 x y',c + 20*x^2 - x,add sub c x mul 20 pow x 2
5778,y^2 + y' = 0,add pow y 2 y',4/(c + 4*x),div 4 add c mul 4 x
5779,x^2*cos(x) - x*y*cos(x) + x*sin(x)*y' + 3*x*cos(x) - y*sin(x) + 3*sin(x) = 0,add add add add add mul 3 sin x mul pow x 2 cos x mul mul -1 y sin x mul mul 3 x cos x mul mul x y' sin x mul mul mul -1 x cos x y,c*x*sin(x) + x + 3,add add 3 x mul mul c x sin x
5780,x*e^(y/2)*y' - 2*e^(y/2) + 10 = 0,add add 10 mul -2 exp mul div 1 2 y mul mul x y' exp mul div 1 2 y,2*ln(c*x + 5),mul 2 log add 5 mul c x
5781,5^x*y^2*ln(5) - y^2 - y' = 0,add sub mul -1 pow y 2 y' mul mul pow 5 x pow y 2 log 5,1/(-5^x + c + x),pow sub add c x pow 5 x -1
5782,18*x^8 + 5*y' - 8 = 0,add add -8 mul 5 y' mul 18 pow x 8,c + 2*x*(4/5 - x^8/5),add c mul mul 2 x add div 4 5 mul div -1 5 pow x 8
5783,3^(x/2)*ln(3) - 2*y' = 0,add mul -2 y' mul pow 3 mul div 1 2 x log 3,3^(x/2) + c,add c pow 3 mul div 1 2 x
5784,-y^2 + y' = 0,add mul -1 pow y 2 y',3/(c - 3*x),div 3 add c mul -3 x
5785,5*x^4 + (2 - y')*e^(2*x - y) = 0,add mul 5 pow x 4 mul sub 2 y' exp add mul -1 y mul 2 x,2*x - ln(c - x^5),add mul -1 log sub c pow x 5 mul 2 x
5786,x*y' + 2*y*ln(y + 1) + 2*ln(y + 1) = 0,add add mul 2 log add 1 y mul x y' mul mul 2 y log add 1 y,e^(c/x^2) - 1,add -1 exp mul c pow x -2
5787,16*x*y' + 64*x - 48*y + 3 = 0,add add add 3 mul -48 y mul 64 x mul mul 16 x y',c*x^3 + 2*x + 1/16,add add div 1 16 mul 2 x mul c pow x 3
5788,4*x^2*y' - 5*y*ln(2) = 0,add mul mul -5 y log 2 mul mul 4 pow x 2 y',2^(c - 5/(4*x)),pow 2 add c div div -5 4 x
5789,2*sin(2*x - 4) + y' = 0,add mul 2 sin add -4 mul 2 x y',c + cos(2*x - 4),add c cos add -4 mul 2 x
5790,35*x^8 - x*y' + y = 0,add add mul 35 pow x 8 mul mul -1 x y' y,5*x*(c + x^7),mul mul 5 x add c pow x 7
5791,x*y' + y - 13*y' = 0,add add mul -13 y' mul x y' y,c/(x - 13),div c add -13 x
5792,x^7*y' + 6 = 0,add 6 mul pow x 7 y',c + x^(-6),add c pow x -6
5793,2*x - 2*sqrt(x^2 - x)*y' - 1 = 0,add add -1 mul 2 x mul mul -2 sqrt sub pow x 2 x y',c + sqrt(-x*(1 - x)),add c sqrt mul mul -1 x sub 1 x
5794,13*x*y' + 5*y - 52*y' = 0,add add mul -52 y' mul 5 y mul mul 13 x y',c/(x - 4)^(5/13),mul c pow add -4 x div -5 13
5795,2^x*x*ln(2) - 2^x - x*y' + y = 0,add add add mul -1 pow 2 x mul mul -1 x y' mul mul x pow 2 x log 2 y,2^x + c*x - x,add sub pow 2 x x mul c x
5796,ln(x) + y' - 1 = 0,add add -1 y' log x,c - x*ln(x) + 2*x,add add c mul 2 x mul mul -1 x log x
5797,x*y' - y + 2 = 0,add sub 2 y mul x y',c*x + x/16 + 2,add add 2 mul div 1 16 x mul c x
5798,x^2 + x*y' - y - 3 = 0,add sub add -3 pow x 2 y mul x y',x*(c - x) - x - 3,add sub -3 x mul x sub c x
5799,3*x^2 + 5*x*y' - 5*y = 0,add add mul -5 y mul 3 pow x 2 mul mul 5 x y',x*(c - 3*x/5) + x,add x mul x add c mul div -3 5 x
5800,2*y*ln(3) + y' = 0,add mul mul 2 y log 3 y',3^(c - 2*x)/7,mul div 1 7 pow 3 add c mul -2 x
5801,y*ln(3) + y' + 2*ln(3) = 0,add add mul 2 log 3 mul y log 3 y',-3^(c - x) - 2,sub -2 pow 3 sub c x
5802,x*ln(-x + y) + x*y' - 2*x - x*ln(3) - y*ln(-x + y) + y + y*ln(3) = 0,add add add add add add mul -2 x mul x y' mul x log add mul -1 x y mul y log 3 mul mul -1 x log 3 mul mul -1 y log add mul -1 x y y,x + 3*e^(c*x + 1),add x mul 3 exp add 1 mul c x
5803,x^2 - 16*x*y' + 16*y = 0,add add pow x 2 mul 16 y mul mul -16 x y',x*(c + x)/16 + x/16,add mul div 1 16 x mul mul div 1 16 x add c x
5804,-e^(x) + 8*y' + 2 = 0,add sub 2 exp x mul 8 y',c - x/4 + e^(x)/8,add add c mul div -1 4 x mul div 1 8 exp x
5805,-x^2*y' - 2*x*y - y' = 0,add add mul -1 y' mul mul -1 pow x 2 y' mul mul -2 x y,c/(x*(-x - 1/x)),div div c x sub mul -1 x pow x -1
5806,-y*ln(ln(7)) + y' = 0,add mul mul -1 y log log 7 y',c*ln(7)^x,mul c pow log 7 x
5807,x*y' - y = 0,add mul -1 y mul x y',x^2/(c*x - x),div pow x 2 add mul -1 x mul c x
5808,x^2*y' - 15 = 0,add -15 mul pow x 2 y',-3*(c*x + 5)/x,mul div -3 x add 5 mul c x
5809,x^2*y^2 + 5*x*y' + y^2 + 5*y = 0,add add add pow y 2 mul 5 y mul pow x 2 pow y 2 mul mul 5 x y',5/(x*(c + x - 1/x)),div div 5 x sub add c x pow x -1
5810,x*y' - y*ln(-y - 2) + y*ln(5) - 2*ln(-y - 2) + 2*ln(5) = 0,add add add add mul -2 log sub -2 y mul 2 log 5 mul x y' mul y log 5 mul mul -1 y log sub -2 y,-5*e^(c*x) - 2,add -2 mul -5 exp mul c x
5811,-4*x^3 - 2*x + y' + 2 = 0,add add add 2 mul -4 pow x 3 mul -2 x y',c + x^4 + x*(x - 3) + x,add add add c x pow x 4 mul x add -3 x
5812,x*ln(x - 1)*y' + y - ln(x - 1)*y' = 0,add add mul mul -1 y' log add -1 x mul mul x y' log add -1 x y,c/ln(x - 1),div c log add -1 x
5813,x^2*y' - 4 = 0,add -4 mul pow x 2 y',c - 4*(1 - x)/x,add c mul div -4 x sub 1 x
5814,-x^x*(ln(x) + 1) + y' + 10 = 0,add add 10 mul mul -1 pow x x add 1 log x y',c - 10*x + x^x,add add c pow x x mul -10 x
